hours,county,households,volume,site,barcode,status
12,Turkana,1000,120,5691540,6016,1
8.67,Turkana,150,130.05,5691760,6074,1
23.33,Turkana,1000,233.3,5691928,6048,1
8,Turkana,10000,64,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12.67,Turkana,1000,126.7,5691571,6008,1
8.67,Turkana,16000,667.59,7668335,5070,1
10,Turkana,1000,100,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
9.33,Turkana,250,37.32,5691588,6002,1
0,Turkana,1000,0,5691612,6029,3
0,Turkana,400,0,7668311,5078,3
22,Turkana,500,440,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
6.67,Turkana,1000,66.7,5691698,6097,1
12,Turkana,1000,120,5691540,6016,1
9.33,Turkana,150,139.95,5691760,6074,1
18.67,Turkana,1000,186.7,5691928,6048,1
12.67,Turkana,10000,101.36,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12.67,Turkana,1000,126.7,5691571,6008,1
8.67,Turkana,16000,667.59,7668335,5070,1
11.33,Turkana,1000,113.3,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
14,Turkana,250,56,5691588,6002,1
0,Turkana,1000,0,5691612,6029,3
0,Turkana,400,0,7668311,5078,3
20.67,Turkana,500,413.4,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
6.67,Turkana,1000,66.7,5691698,6097,1
12,Turkana,1000,120,5691540,6016,1
9.33,Turkana,150,139.95,5691760,6074,1
18,Turkana,1000,180,5691928,6048,1
12.67,Turkana,10000,101.36,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12.67,Turkana,1000,126.7,5691571,6008,1
8.67,Turkana,16000,667.59,7668335,5070,1
12.67,Turkana,1000,126.7,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
12,Turkana,250,48,5691588,6002,1
0,Turkana,1000,0,5691612,6029,3
0,Turkana,400,0,7668311,5078,3
15.33,Turkana,500,306.6,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
12.67,Turkana,1000,126.7,5691540,6016,1
8.67,Turkana,150,130.05,5691760,6074,1
18,Turkana,1000,180,5691928,6048,1
13.33,Turkana,10000,106.64,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12.67,Turkana,1000,126.7,5691571,6008,1
10,Turkana,16000,770,7668335,5070,1
11.33,Turkana,1000,113.3,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
14,Turkana,250,56,5691588,6002,1
0,Turkana,1000,0,5691612,6029,3
0,Turkana,400,0,7668311,5078,3
20,Turkana,500,400,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
12,Turkana,1000,120,5691540,6016,1
9.33,Turkana,150,139.95,5691760,6074,1
22,Turkana,1000,220,5691928,6048,1
14.67,Turkana,10000,117.36,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12.67,Turkana,1000,126.7,5691571,6008,1
10,Turkana,16000,770,7668335,5070,1
12,Turkana,1000,120,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
10.67,Turkana,250,42.68,5691588,6002,1
0,Turkana,1000,0,5691612,6029,3
0,Turkana,400,0,7668311,5078,3
22.67,Turkana,500,453.4,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
12.67,Turkana,1000,126.7,5691540,6016,1
10,Turkana,150,150,5691760,6074,1
22.67,Turkana,1000,226.7,5691928,6048,1
12.67,Turkana,10000,101.36,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12.67,Turkana,1000,126.7,5691571,6008,1
8.67,Turkana,16000,667.59,7668335,5070,1
12,Turkana,1000,120,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
5.33,Turkana,250,21.32,5691588,6002,1
0,Turkana,1000,0,5691612,6029,3
0,Turkana,400,0,7668311,5078,3
22,Turkana,500,440,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
12.67,Turkana,1000,126.7,5691540,6016,1
10,Turkana,150,150,5691760,6074,1
20.67,Turkana,1000,206.7,5691928,6048,1
14,Turkana,10000,112,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12,Turkana,1000,120,5691571,6008,1
8.67,Turkana,16000,667.59,7668335,5070,1
12,Turkana,1000,120,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
9.33,Turkana,250,37.32,5691588,6002,1
2,Turkana,1000,20,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
19.33,Turkana,500,386.6,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
12.67,Turkana,1000,126.7,5691540,6016,1
9.33,Turkana,150,139.95,5691760,6074,1
22.67,Turkana,1000,226.7,5691928,6048,1
10.67,Turkana,10000,85.36,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12.67,Turkana,1000,126.7,5691571,6008,1
9.33,Turkana,16000,718.41,7668335,5070,1
12,Turkana,1000,120,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
15.33,Turkana,250,61.32,5691588,6002,1
10,Turkana,1000,100,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
22,Turkana,500,440,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
12.67,Turkana,1000,126.7,5691540,6016,1
8.67,Turkana,150,130.05,5691760,6074,1
22.67,Turkana,1000,226.7,5691928,6048,1
8,Turkana,10000,64,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12.67,Turkana,1000,126.7,5691571,6008,1
9.33,Turkana,16000,718.41,7668335,5070,1
12,Turkana,1000,120,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
16,Turkana,250,64,5691588,6002,1
10.67,Turkana,1000,106.7,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
18,Turkana,500,360,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
12,Turkana,1000,120,5691540,6016,1
9.33,Turkana,150,139.95,5691760,6074,1
20.67,Turkana,1000,206.7,5691928,6048,1
7.33,Turkana,10000,58.64,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12,Turkana,1000,120,5691571,6008,1
10,Turkana,16000,770,7668335,5070,1
11.33,Turkana,1000,113.3,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
16,Turkana,250,64,5691588,6002,1
10.67,Turkana,1000,106.7,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
14.67,Turkana,500,293.4,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
12.67,Turkana,1000,126.7,5691540,6016,1
8.67,Turkana,150,130.05,5691760,6074,1
20.67,Turkana,1000,206.7,5691928,6048,1
12,Turkana,10000,96,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12.67,Turkana,1000,126.7,5691571,6008,1
10,Turkana,16000,770,7668335,5070,1
12,Turkana,1000,120,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
14,Turkana,250,56,5691588,6002,1
10.67,Turkana,1000,106.7,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
21.33,Turkana,500,426.6,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
12.67,Turkana,1000,126.7,5691540,6016,1
9.33,Turkana,150,139.95,5691760,6074,1
22.67,Turkana,1000,226.7,5691928,6048,1
8.67,Turkana,10000,69.36,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12.67,Turkana,1000,126.7,5691571,6008,1
10.67,Turkana,16000,821.59,7668335,5070,1
11.33,Turkana,1000,113.3,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
12.67,Turkana,250,50.68,5691588,6002,1
10.67,Turkana,1000,106.7,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
20.67,Turkana,500,413.4,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
12,Turkana,1000,120,5691540,6016,1
9.33,Turkana,150,139.95,5691760,6074,1
22.67,Turkana,1000,226.7,5691928,6048,1
10.67,Turkana,10000,85.36,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12.67,Turkana,1000,126.7,5691571,6008,1
10,Turkana,16000,770,7668335,5070,1
11.33,Turkana,1000,113.3,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
14.67,Turkana,250,58.68,5691588,6002,1
10.67,Turkana,1000,106.7,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
22.67,Turkana,500,453.4,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
12.67,Turkana,1000,126.7,5691540,6016,1
8,Turkana,150,120,5691760,6074,1
20,Turkana,1000,200,5691928,6048,1
7.33,Turkana,10000,58.64,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12.67,Turkana,1000,126.7,5691571,6008,1
8.67,Turkana,16000,667.59,7668335,5070,1
12.67,Turkana,1000,126.7,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
16,Turkana,250,64,5691588,6002,1
10,Turkana,1000,100,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
21.33,Turkana,500,426.6,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
11.33,Turkana,1000,113.3,5691540,6016,1
8.67,Turkana,150,130.05,5691760,6074,1
22.67,Turkana,1000,226.7,5691928,6048,1
7.33,Turkana,10000,58.64,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12.67,Turkana,1000,126.7,5691571,6008,1
9.33,Turkana,16000,718.41,7668335,5070,1
10.67,Turkana,1000,106.7,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
12,Turkana,250,48,5691588,6002,1
11.33,Turkana,1000,113.3,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
19.33,Turkana,500,386.6,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
12,Turkana,1000,120,5691540,6016,1
8.67,Turkana,150,130.05,5691760,6074,1
22.67,Turkana,1000,226.7,5691928,6048,1
12,Turkana,10000,96,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12.67,Turkana,1000,126.7,5691571,6008,1
8.67,Turkana,16000,667.59,7668335,5070,1
11.33,Turkana,1000,113.3,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
13.33,Turkana,250,53.32,5691588,6002,1
12,Turkana,1000,120,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
20,Turkana,500,400,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
12,Turkana,1000,120,5691540,6016,1
8.67,Turkana,150,130.05,5691760,6074,1
20.67,Turkana,1000,206.7,5691928,6048,1
13.33,Turkana,10000,106.64,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12,Turkana,1000,120,5691571,6008,1
10,Turkana,16000,770,7668335,5070,1
12.67,Turkana,1000,126.7,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
4.67,Turkana,250,18.68,5691588,6002,1
11.33,Turkana,1000,113.3,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
17.33,Turkana,500,346.6,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
12.67,Turkana,1000,126.7,5691540,6016,1
10,Turkana,150,150,5691760,6074,1
21.33,Turkana,1000,213.3,5691928,6048,1
8,Turkana,10000,64,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12,Turkana,1000,120,5691571,6008,1
8.67,Turkana,16000,667.59,7668335,5070,1
12,Turkana,1000,120,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
14,Turkana,250,56,5691588,6002,1
10.67,Turkana,1000,106.7,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
20,Turkana,500,400,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
11.33,Turkana,1000,113.3,5691540,6016,1
8.67,Turkana,150,130.05,5691760,6074,1
20.67,Turkana,1000,206.7,5691928,6048,1
6,Turkana,10000,48,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12.67,Turkana,1000,126.7,5691571,6008,1
10,Turkana,16000,770,7668335,5070,1
12,Turkana,1000,120,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
14.67,Turkana,250,58.68,5691588,6002,1
11.33,Turkana,1000,113.3,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
22.67,Turkana,500,453.4,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
12,Turkana,1000,120,5691540,6016,1
8,Turkana,150,120,5691760,6074,1
22,Turkana,1000,220,5691928,6048,1
8.67,Turkana,10000,69.36,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
11.33,Turkana,1000,113.3,5691571,6008,1
10,Turkana,16000,770,7668335,5070,1
12,Turkana,1000,120,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
12.67,Turkana,250,50.68,5691588,6002,1
10,Turkana,1000,100,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
20,Turkana,500,400,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
12.67,Turkana,1000,126.7,5691540,6016,1
8.67,Turkana,150,130.05,5691760,6074,1
22.67,Turkana,1000,226.7,5691928,6048,1
8.67,Turkana,10000,69.36,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12,Turkana,1000,120,5691571,6008,1
9.33,Turkana,16000,718.41,7668335,5070,1
11.33,Turkana,1000,113.3,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
14,Turkana,250,56,5691588,6002,1
10.67,Turkana,1000,106.7,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
20.67,Turkana,500,413.4,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
11.33,Turkana,1000,113.3,5691540,6016,1
8.67,Turkana,150,130.05,5691760,6074,1
22.67,Turkana,1000,226.7,5691928,6048,1
9.33,Turkana,10000,74.64,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12,Turkana,1000,120,5691571,6008,1
10.67,Turkana,16000,821.59,7668335,5070,1
12,Turkana,1000,120,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
15.33,Turkana,250,61.32,5691588,6002,1
11.33,Turkana,1000,113.3,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
22.67,Turkana,500,453.4,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
12,Turkana,1000,120,5691540,6016,1
8.67,Turkana,150,130.05,5691760,6074,1
20.67,Turkana,1000,206.7,5691928,6048,1
10,Turkana,10000,80,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12.67,Turkana,1000,126.7,5691571,6008,1
10,Turkana,16000,770,7668335,5070,1
12,Turkana,1000,120,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
15.33,Turkana,250,61.32,5691588,6002,1
11.33,Turkana,1000,113.3,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
22.67,Turkana,500,453.4,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
7.33,Turkana,1000,73.3,5691698,6097,1
12,Turkana,1000,120,5691540,6016,1
10,Turkana,150,150,5691760,6074,1
20.67,Turkana,1000,206.7,5691928,6048,1
8,Turkana,10000,64,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
11.33,Turkana,1000,113.3,5691571,6008,1
10,Turkana,16000,770,7668335,5070,1
11.33,Turkana,1000,113.3,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
12.67,Turkana,250,50.68,5691588,6002,1
11.33,Turkana,1000,113.3,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
20,Turkana,500,400,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8.67,Turkana,1000,86.7,5691698,6097,1
12.67,Turkana,1000,126.7,5691540,6016,1
8,Turkana,150,120,5691760,6074,1
19.33,Turkana,1000,193.3,5691928,6048,1
7.33,Turkana,10000,58.64,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12.67,Turkana,1000,126.7,5691571,6008,1
9.33,Turkana,16000,718.41,7668335,5070,1
12,Turkana,1000,120,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
15.33,Turkana,250,61.32,5691588,6002,1
12,Turkana,1000,120,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
20,Turkana,500,400,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
12,Turkana,1000,120,5691540,6016,1
8,Turkana,150,120,5691760,6074,1
21.33,Turkana,1000,213.3,5691928,6048,1
10,Turkana,10000,80,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12,Turkana,1000,120,5691571,6008,1
10,Turkana,16000,770,7668335,5070,1
10.67,Turkana,1000,106.7,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
14.67,Turkana,250,58.68,5691588,6002,1
11.33,Turkana,1000,113.3,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
20,Turkana,500,400,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
12,Turkana,1000,120,5691540,6016,1
8.67,Turkana,150,130.05,5691760,6074,1
16,Turkana,1000,160,5691928,6048,1
13.33,Turkana,10000,106.64,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12,Turkana,1000,120,5691571,6008,1
10,Turkana,16000,770,7668335,5070,1
12,Turkana,1000,120,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
12.67,Turkana,250,50.68,5691588,6002,1
11.33,Turkana,1000,113.3,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
12.67,Turkana,500,253.4,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
12,Turkana,1000,120,5691540,6016,1
8.67,Turkana,150,130.05,5691760,6074,1
18,Turkana,1000,180,5691928,6048,1
10,Turkana,10000,80,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12,Turkana,1000,120,5691571,6008,1
10,Turkana,16000,770,7668335,5070,1
10.67,Turkana,1000,106.7,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
15.33,Turkana,250,61.32,5691588,6002,1
11.33,Turkana,1000,113.3,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
22.67,Turkana,500,453.4,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
12,Turkana,1000,120,5691540,6016,1
7.33,Turkana,150,109.95,5691760,6074,1
23.33,Turkana,1000,233.3,5691928,6048,1
6.67,Turkana,10000,53.36,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12,Turkana,1000,120,5691571,6008,1
10,Turkana,16000,770,7668335,5070,1
12,Turkana,1000,120,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
14,Turkana,250,56,5691588,6002,1
10.67,Turkana,1000,106.7,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
20,Turkana,500,400,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
11.33,Turkana,1000,113.3,5691540,6016,1
9.33,Turkana,150,139.95,5691760,6074,1
22.67,Turkana,1000,226.7,5691928,6048,1
9.33,Turkana,10000,74.64,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12,Turkana,1000,120,5691571,6008,1
8,Turkana,16000,616,7668335,5070,1
11.33,Turkana,1000,113.3,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
14,Turkana,250,56,5691588,6002,1
12,Turkana,1000,120,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
22,Turkana,500,440,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
12,Turkana,1000,120,5691540,6016,1
8.67,Turkana,150,130.05,5691760,6074,1
22.67,Turkana,1000,226.7,5691928,6048,1
8,Turkana,10000,64,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12,Turkana,1000,120,5691571,6008,1
8,Turkana,16000,616,7668335,5070,1
12,Turkana,1000,120,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
14,Turkana,250,56,5691588,6002,1
11.33,Turkana,1000,113.3,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
22.67,Turkana,500,453.4,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
12.67,Turkana,1000,126.7,5691540,6016,1
8.67,Turkana,150,130.05,5691760,6074,1
22.67,Turkana,1000,226.7,5691928,6048,1
0,Turkana,10000,0,5691526,6013,3
0,Turkana,1000,0,13884664,5085,3
12,Turkana,1000,120,5691571,6008,1
8.67,Turkana,16000,667.59,7668335,5070,1
11.33,Turkana,1000,113.3,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
15.33,Turkana,250,61.32,5691588,6002,1
11.33,Turkana,1000,113.3,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
17.33,Turkana,500,346.6,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8.67,Turkana,1000,86.7,5691698,6097,1
12,Turkana,1000,120,5691540,6016,1
8,Turkana,150,120,5691760,6074,1
22.67,Turkana,1000,226.7,5691928,6048,1
10.67,Turkana,10000,85.36,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12,Turkana,1000,120,5691571,6008,1
8,Turkana,16000,616,7668335,5070,1
12,Turkana,1000,120,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
16,Turkana,250,64,5691588,6002,1
12,Turkana,1000,120,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
21.33,Turkana,500,426.6,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8.67,Turkana,1000,86.7,5691698,6097,1
12,Turkana,1000,120,5691540,6016,1
9.33,Turkana,150,139.95,5691760,6074,1
22,Turkana,1000,220,5691928,6048,1
9.33,Turkana,10000,74.64,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12,Turkana,1000,120,5691571,6008,1
4.67,Turkana,16000,359.59,7668335,5070,1
11.33,Turkana,1000,113.3,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
14.67,Turkana,250,58.68,5691588,6002,1
11.33,Turkana,1000,113.3,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
20,Turkana,500,400,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8.67,Turkana,1000,86.7,5691698,6097,1
12,Turkana,1000,120,5691540,6016,1
5.33,Turkana,150,79.95,5691760,6074,1
16.67,Turkana,1000,166.7,5691928,6048,1
9.33,Turkana,10000,74.64,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12,Turkana,1000,120,5691571,6008,1
8.67,Turkana,16000,667.59,7668335,5070,1
12,Turkana,1000,120,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
16.67,Turkana,250,66.68,5691588,6002,1
11.33,Turkana,1000,113.3,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
14.67,Turkana,500,293.4,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8.67,Turkana,1000,86.7,5691698,6097,1
12,Turkana,1000,120,5691540,6016,1
10.67,Turkana,150,160.05,5691760,6074,1
20,Turkana,1000,200,5691928,6048,1
6,Turkana,10000,48,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
11.33,Turkana,1000,113.3,5691571,6008,1
7.33,Turkana,16000,564.41,7668335,5070,1
12,Turkana,1000,120,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
16,Turkana,250,64,5691588,6002,1
10.67,Turkana,1000,106.7,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
22.67,Turkana,500,453.4,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8.67,Turkana,1000,86.7,5691698,6097,1
11.33,Turkana,1000,113.3,5691540,6016,1
8.67,Turkana,150,130.05,5691760,6074,1
20,Turkana,1000,200,5691928,6048,1
4.67,Turkana,10000,37.36,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12.67,Turkana,1000,126.7,5691571,6008,1
7.33,Turkana,16000,564.41,7668335,5070,1
10,Turkana,1000,100,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
16.67,Turkana,250,66.68,5691588,6002,1
11.33,Turkana,1000,113.3,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
18.67,Turkana,500,373.4,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8.67,Turkana,1000,86.7,5691698,6097,1
12,Turkana,1000,120,5691540,6016,1
8,Turkana,150,120,5691760,6074,1
22.67,Turkana,1000,226.7,5691928,6048,1
0,Turkana,10000,0,5691526,6013,3
0,Turkana,1000,0,13884664,5085,3
12,Turkana,1000,120,5691571,6008,1
6.67,Turkana,16000,513.59,7668335,5070,1
10.67,Turkana,1000,106.7,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
16.67,Turkana,250,66.68,5691588,6002,1
11.33,Turkana,1000,113.3,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
21.33,Turkana,500,426.6,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8.67,Turkana,1000,86.7,5691698,6097,1
12,Turkana,1000,120,5691540,6016,1
7.33,Turkana,150,109.95,5691760,6074,1
22.67,Turkana,1000,226.7,5691928,6048,1
3.33,Turkana,10000,26.64,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12,Turkana,1000,120,5691571,6008,1
7.33,Turkana,16000,564.41,7668335,5070,1
12,Turkana,1000,120,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
17.33,Turkana,250,69.32,5691588,6002,1
10.67,Turkana,1000,106.7,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
22,Turkana,500,440,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
12,Turkana,1000,120,5691540,6016,1
6.67,Turkana,150,100.05,5691760,6074,1
22.67,Turkana,1000,226.7,5691928,6048,1
9.33,Turkana,10000,74.64,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12,Turkana,1000,120,5691571,6008,1
9.33,Turkana,16000,718.41,7668335,5070,1
12,Turkana,1000,120,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
16.67,Turkana,250,66.68,5691588,6002,1
10,Turkana,1000,100,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
22.67,Turkana,500,453.4,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8.67,Turkana,1000,86.7,5691698,6097,1
12,Turkana,1000,120,5691540,6016,1
8,Turkana,150,120,5691760,6074,1
22.67,Turkana,1000,226.7,5691928,6048,1
3.33,Turkana,10000,26.64,5691526,6013,1
0,Turkana,1000,0,13884664,5085,3
12,Turkana,1000,120,5691571,6008,1
8,Turkana,16000,616,7668335,5070,1
10,Turkana,1000,100,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
17.33,Turkana,250,69.32,5691588,6002,1
12,Turkana,1000,120,5691612,6029,1
0,Turkana,400,0,7668311,5078,3
22.67,Turkana,500,453.4,5691849,6063,1
0,Turkana,1000,0,5691629,6032,3
8,Turkana,1000,80,5691698,6097,1
12,Turkana,1000,120,5691540,6016,1
8.67,Turkana,150,130.05,5691760,6074,1
22.67,Turkana,1000,226.7,5691928,6048,1
0,Turkana,10000,0,5691526,6013,3
0,Turkana,1000,0,13884664,5085,3
12,Turkana,1000,120,5691571,6008,1
8.67,Turkana,16000,667.59,7668335,5070,1
12,Turkana,1000,120,7668328,5074,1
0,Turkana,1000,0,5691533,6025,3
